Datum;Zeit;Lot-Nr.;Subsystem;Ereignis & Massnahme;Visum
2024-12-15;23:56:00;398300509;52003.001;Teilposition angepasst;C.M.
2024-09-17;14:45:00;239200197;52003.001;Handling neu referenziert;G.L.
2024-07-13;20:11:00;316300513;52003.001;Trichterheizung angepasst;N.W.
2024-10-31;17:38:00;378300514;52003.001;Fehlerrate dokumentiert;M.M.
2024-05-31;15:06:00;365300519;52003.001;Etikettierung angepasst;H.K.
2024-10-16;06:21:00;348300523;5203.001;Maschine automatisch abgeschaltet;D.R.
2024-06-03;18:33:00;387300524;52003.001;Werkzeug poliert (manuell);H.K.
2024-09-28;17:12:00;344300529;52003.001;Zykluszeit verlängert aufgrund Störung;B.T.
2024-05-21;07:22:00;311300531;52003.001;Verunreinigung entfernt;C.M.
2024-07-20;12:51:00;352300535;52003.001;Kühlplatte entkalkt;B.T.
2024-02-03;04:32:00;337300540;52003.001;Speicherplatz kritisch;E.H.
2024-09-13;20:33:00;367300545;52003.001;Sensoren neu kalibriert;D.R.
2024-09-05;14:18:00;356300548;52003.001;Kernbruch an Kavität 24 festgestellt;N.W.
2024-03-31;06:48:00;345300552;52003.001;Sicherheitsverriegelung inaktiv;H.K.
2024-05-17;08:47:00;399300554;52003.001;Endfreigabe dokumentiert;E.H.
2024-08-31;02:18:00;389300559;52003.001;Nachbearbeitung notwendig;N.W.
2024-01-05;15:14:00;337300564;52003.OO1;Sicherheitsverriegelung inaktiv;C.M.
2024-05-20;22:55:00;353300566;52003.001;Werkzeug poliert (automatisch);B.T.
2024-06-12;15:07:00;336300569;52003.001;Einrichter informiert;G.L.
2024-04-07;18:37:00;376300570;52003.001;Einfallstellen sichtbar;N.W.
2024-01-14;17:06:00;240200202;52003.001;Rüstzeit verkürzt;H.K.
2024-04-13;10:36:00;376300571;52003.001;Fehlwurf erkannt;B.T.
2024-04-05;18:06:00;366300574;52003.001;Achsabweichung festgestellt;A.S.
2024-09-26;10:14:00;385300576;52003.001;Luftventil gewechselt;F.J.
2024-03-10;15:16:00;313300579;52003.001;IO-Test fehlgeschlagen;D.R.
2024-10-20;17:30:00;318300583;52003-001;Kernbruch an Kavität 24 festgestellt;F.J.
2024-07-25;16:28:00;365300588;52003.001;Druckaufbau zu langsam;F.J.
2024-01-23;21:30:00;372300592;52003.001;IO-Test erfolgreich;G.L.
2024-02-14;00:32:00;354300597;52003.001;Neuer Auftrag geladen;D.R.
2024-04-29;09:09:00;351300602;52003.001;Fehlteil durch Sensor detektiert;G.L.
2024-10-18;20:36:00;321300605;52003.001;Sperrzeit verlängert;C.M.
2024-07-08;18:20:00;326300610;52003.001;Freigabe durch Engineering;A.S.
2024-10-08;12:57:00;387300615;52003.001;DMS-Abgleich durchgeführt;N.W.
2024-06-30;02:51:00;225200209;52003.001;Fehlerhafte Thermoelementmessung;D.R.
2024-01-19;11:27:00;253200219;52003.001;Wartungsintervall überschritten;G.L.
2024-01-06;13:41:00;395300619;52003_001;Fehlerhafte Thermoelementmessung;D.R.
2024-01-04;07:08:00;267200222;52003.001;Angussfaden optisch auffällig;E.H.
2024-08-24;16:07:00;356300624;52003.001;Hardware-Check erfolgreich;A.S.
2024-01-19;14:12:00;269200232;52003.001;Schnittstelle Ethernet aktiviert;B.T.
2024-03-16;19:23:00;388300625;52003.001;OQ abgeschlossen;C.M.
2024-04-02;18:02:00;387300630;52003.001;Verstärkung justiert;A.S.
2024-03-05;14:15:00;388300632;52003.001;Düse gereinigt;N.W.
2024-09-26;13:18:00;365300634;52003.001;Sperrzeit reduziert;C.M.
2024-07-02;10:12:00;316300639;52003.001;Netzwerkverbindung instabil;D.R.
2024-04-09;17:26:00;322300643;52003.001;Kamerasystem neu gestartet;E.H.
2024-12-17;02:28:00;240200241;52003.001;Datenlogging aktiviert;H.K.
2024-12-29;11:14:00;350300646;52003-001;Musterung erfolgreich abgeschlossen;A.S.
2024-10-02;10:04:00;399300651;52003.OO1;Abkühlzeit verlängert;E.H.
2024-08-23;09:35:00;327300654;52003.001;Startfreigabe erhalten;E.H.
2024-09-07;01:43:00;214200250;5203.001;Kühlplatte entkalkt;A.S.
2024-03-25;06:02:00;322300658;52003.001;Füllstand zu hoch;C.M.
2024-02-29;20:36:00;228200255;52003.001;Anspritzpunkt nicht entgratet;G.L.
2024-09-07;16:22:00;384300663;52003.001;Handling neu referenziert;C.M.
2024-05-19;06:04:00;316300666;52003.001;Luftleck beseitigt;M.M.
2024-07-04;06:32:00;324300669;52003.001;Druckaufbau zu langsam;N.W.
2024-02-09;03:58:00;394300671;52003-001;Heisskanaltemperatur instabil;D.R.
2024-11-27;02:45:00;357300676;52003.001;Rezeptparameter geladen;B.T.
2024-12-15;14:24:00;270200261;52003.001;Sensoren neu kalibriert;M.M.
2024-06-13;20:53:00;374300679;52003.001;Teilezählung angepasst;H.K.
2024-08-16;01:41:00;345300680;52003.001;Etikettierung angepasst;G.L.
2024-04-08;10:32:00;326300684;52003.001;Farbanalyse abweichend;M.M.
2024-12-24;02:10:00;375300685;52003.001;Verkratzte Oberfläche festgestellt;H.K.
2024-09-14;23:39:00;393300687;52003-001;Parameter zurückgesetzt;D.R.
2024-01-27;16:22:00;319300690;52003.001;Verschleiss sichtbar an Auswerfer;H.K.
2024-08-13;11:24:00;337300694;52003.001;Profilabweichung erkannt;G.L.
2024-12-12;00:24:00;324300697;52003.001;Heizkreis abgeschaltet;B.T.
2024-06-05;21:27:00;369300699;52003.001;Schmierintervall automatisch ausgelöst;G.L.
2024-12-04;05:56:00;392300702;52003.001;Kühlkreislauf gereinigt;G.L.
2024-06-08;09:14:00;352300705;52003.001;Wartungsintervall überschritten;M.M.
2024-11-05;17:09:00;368300710;52003.001;Hauptschalter neu gestartet;F.J.
2024-11-13;16:07:00;331300715;52003.001;Rutschweg kontrolliert;A.S.
2024-05-09;08:44:00;384300719;52003.001;Netzwerkverbindung instabil;B.T.
2024-07-25;18:44:00;277200266;52003.001;Trichterheizung angepasst;A.S.
2024-07-26;21:30:00;279200270;52003.001;Nadelverschluss klemmt;E.H.
2024-03-27;01:58:00;365300720;52003.001;Nachbearbeitung notwendig;G.L.
2024-12-13;07:14:00;340300723;52003.001;Temperaturregelung optimiert;F.J.
2024-08-11;13:24:00;371300725;52003.001;Produktions-Lot gestartet;B.T.
2024-07-20;18:01:00;326300726;52003.001;IQ erfolgreich bestanden;C.M.
2024-08-21;22:04:00;382300728;52003.001;Kontrollintervall verkürzt;B.T.
2024-06-27;19:14:00;330300729;52003.001;Verzug in Y-Richtung;A.S.
2024-06-19;00:28:00;379300733;52003.OO1;Heizkreis abgeschaltet;G.L.
2024-01-31;23:30:00;253200280;52003.OO1;Startfreigabe erhalten;E.H.
2024-03-30;08:27:00;283200287;52003.001;Luftleck beseitigt;G.L.
2024-05-06;03:59:00;220200292;52003.001;Teilentnahme verzögert;N.W.
2024-07-09;06:31:00;383300736;52003.OO1;Fehlerhafte Thermoelementmessung;N.W.
2024-05-12;11:07:00;357300739;52003.001;Freigabe durch QS erfolgt;B.T.
2024-02-14;16:28:00;383300741;52003.001;Spritzaggregat fährt nicht ein;C.M.
2024-02-22;00:03:00;256200299;52003.001;Wartungsintervall überschritten;A.S.
2024-06-22;16:26:00;383300745;52003.001;Prozessdaten gesichert;A.S.
2024-10-25;15:59:00;376300750;52003.001;Schmierintervall manuell ausgelöst;D.R.
2024-10-19;05:14:00;398300754;52003.001;Ersteinstellung durch Anwendungstechniker;E.H.
2024-03-27;08:08:00;310300757;52003.001;Kontrollintervall verlängert;E.H.
2024-07-02;20:57:00;315300760;52003.001;Handling neu referenziert;M.M.
2024-11-18;06:21:00;327300762;52003.OO1;Vakuumfunktion überprüft;F.J.
2024-10-14;04:16:00;311300766;52003.001;PQ abgeschlossen;F.J.
2024-02-17;00:47:00;315300769;52003.001;Verstärkung justiert;A.S.
2024-12-18;11:36:00;294200307;52003.001;Feuchtigkeit im Granulat zu hoch;N.W.
2024-03-02;09:19:00;342300773;52003.OO1;Glanzgradabweichung festgestellt;F.J.
2024-07-15;09:38:00;363300775;52003.001;Rüstzeit verkürzt;G.L.
2024-05-08;04:57:00;356300778;52003.001;OQ gestartet;H.K.
2024-06-21;08:23:00;328300780;52003.001;Fehlerspeicher ausgelesen;D.R.
2024-11-30;19:40:00;390300784;52003.001;Kontrollintervall verlängert;F.J.
2024-10-23;03:54:00;396300787;52003.001;DMS-Abgleich durchgeführt;H.K.
2024-04-21;15:33:00;243200313;52003.001;Teilegewicht unter Soll;A.S.
2024-03-11;02:47:00;324300791;52003.001;Materialwechsel durchgeführt;F.J.
2024-09-19;14:22:00;354300793;52003.001;Farbanalyse abweichend;M.M.
2024-09-26;23:51:00;286200317;52003.001;DMS-Abgleich durchgeführt;M.M.
2024-05-11;00:53:00;381300795;52003.001;Teilentnahme verzögert;B.T.
2024-03-16;15:13:00;268200327;52003.001;Anspritzpunkt nicht entgratet;F.J.
2024-03-25;23:51:00;367300796;52003.001;PQ gestartet;E.H.
2024-10-13;03:59:00;310300799;52003-001;Manuelle Kontrolle positiv;M.M.
2024-07-25;02:45:00;392300804;52003.001;Verzug in Y-Richtung;C.M.
2024-04-11;17:25:00;395300806;52003.001;Schmierintervall automatisch ausgelöst;E.H.
2024-07-05;14:25:00;315300809;52003.001;Labeldruck angepasst;A.S.
2024-11-10;18:26:00;354300813;52003.001;Hydraulikleck festgestellt;E.H.
2024-11-09;18:03:00;318300818;52003.001;Abfallbehälter geleert;G.L.
2024-06-02;10:09:00;328300822;52003.001;Rezeptparameter geladen;D.R.
2024-01-09;12:37:00;388300826;52003.001;Produktionsstopp auf Bedienerwunsch;B.T.
2024-05-03;10:04:00;354300829;52003.001;Rüstzeit verkürzt;A.S.
2024-06-11;16:48:00;338300831;52003.OO1;Fehlteil durch Sensor detektiert;C.M.
2024-06-17;00:16:00;243200335;52003.001;Stammdaten aktualisiert;M.M.
2024-11-30;21:34:00;370300833;52003.001;Wartung durchgeführt;H.K.
2024-07-10;08:51:00;312300835;52003.001;Sicherheitsverriegelung aktiv;C.M.
2024-09-12;20:50:00;313300836;52003.001;Zusatzheizung aktiviert;M.M.
2024-04-22;18:57:00;316300839;52003.001;Sicherheitsverriegelung inaktiv;E.H.
2024-10-03;02:55:00;314300841;52003.001;Maschine automatisch abgeschaltet;N.W.
2024-10-09;14:59:00;398300843;52003.001;Teilegewicht über Soll;H.K.
2024-11-19;12:07:00;370300844;52003.001;Produktionspause eingelegt;A.S.
2024-06-21;14:14:00;343300849;52003.001;Teilezählung angepasst;M.M.
2024-07-12;19:11:00;216200345;52003.001;Nacharbeit angeordnet;B.T.
2024-01-14;20:39:00;330300854;52003.001;Fehlerrate dokumentiert;B.T.
2024-03-04;12:44:00;380300856;52003.001;Kühlkreislauf gereinigt;E.H.
2024-06-16;17:39:00;370300858;52003.001;Datenlogging aktiviert;F.J.
2024-11-25;11:41:00;344300861;52003.001;Trichterheizung angepasst;D.R.
2024-07-18;21:32:00;349300862;52003.001;Netzwerkverbindung instabil;E.H.
2024-10-25;05:27:00;361300864;52003.OO1;Kontrollintervall verlängert;G.L.
2024-11-14;17:45:00;387300868;52003.001;Heisskanaltemperatur instabil;D.R.
2024-11-22;17:42:00;312300869;52003.001;Automatischer Neustart;G.L.
2024-06-09;06:10:00;248200353;52003.001;Fehlerspeicher ausgelesen;F.J.
2024-05-11;23:53:00;310300870;52003.001;Fehlerspeicher ausgelesen;F.J.
2024-03-20;22:07:00;222200363;52003.001;Spritzdruckabweichung festgestellt;H.K.
2024-06-09;17:42:00;372300871;52003.001;Vibrationsalarm registriert;E.H.
